,User,Business,Rating
339,284.0,24.0,5.0
340,285.0,44.0,5.0
341,286.0,192.0,1.0
342,287.0,150.0,1.0
343,288.0,237.0,1.0
344,289.0,16.0,5.0
345,290.0,262.0,1.0
346,291.0,3.0,4.0
347,292.0,236.0,4.0
348,293.0,167.0,5.0
349,294.0,212.0,5.0
350,295.0,260.0,4.0
351,296.0,50.0,4.0
352,296.0,120.0,5.0
353,296.0,146.0,5.0
354,297.0,49.0,4.0
355,298.0,72.0,1.0
356,299.0,102.0,5.0
357,300.0,48.0,1.0
358,301.0,140.0,4.0
359,302.0,22.0,4.0
360,303.0,150.0,4.0
361,304.0,245.0,1.0
362,305.0,254.0,2.0
363,306.0,108.0,4.0
364,306.0,198.0,4.0
365,306.0,241.0,3.0
366,307.0,34.0,2.0
367,307.0,225.0,5.0
368,308.0,81.0,4.0
369,309.0,76.0,5.0
370,310.0,110.0,5.0
371,311.0,235.0,1.0
372,312.0,12.0,4.0
373,313.0,150.0,3.0
374,314.0,72.0,4.0
375,315.0,22.0,5.0
376,316.0,205.0,5.0
377,317.0,22.0,4.0
378,318.0,22.0,3.0
379,319.0,65.0,1.0
380,320.0,121.0,2.0
381,321.0,146.0,1.0
382,322.0,29.0,1.0
383,323.0,110.0,5.0
384,324.0,167.0,1.0
385,325.0,172.0,5.0
386,325.0,234.0,5.0
387,326.0,164.0,5.0
388,327.0,62.0,4.0
389,328.0,184.0,4.0
390,329.0,136.0,5.0
391,330.0,50.0,1.0
392,331.0,51.0,2.0
393,332.0,111.0,1.0
394,333.0,30.0,1.0
395,333.0,38.0,1.0
396,333.0,42.0,3.0
397,333.0,115.0,4.0
398,333.0,256.0,2.0
399,333.0,266.0,3.0
400,334.0,85.0,4.0
401,335.0,108.0,5.0
402,335.0,110.0,5.0
403,336.0,53.0,1.0
404,336.0,207.0,2.0
405,337.0,150.0,2.0
406,338.0,108.0,1.0
407,339.0,35.0,1.0
408,340.0,47.0,5.0
409,340.0,241.0,5.0
410,341.0,144.0,2.0
411,342.0,1.0,3.0
412,342.0,22.0,5.0
413,342.0,142.0,3.0
414,342.0,198.0,4.0
415,343.0,107.0,5.0
416,343.0,213.0,5.0
417,344.0,35.0,1.0
418,345.0,44.0,1.0
419,346.0,234.0,5.0
420,347.0,47.0,4.0
421,347.0,237.0,5.0
422,347.0,266.0,3.0
423,348.0,22.0,5.0
424,349.0,62.0,5.0
425,349.0,117.0,5.0
426,350.0,214.0,1.0
427,351.0,47.0,5.0
428,352.0,42.0,2.0
429,353.0,153.0,5.0
430,354.0,132.0,5.0
431,355.0,110.0,3.0
432,356.0,198.0,5.0
433,357.0,112.0,4.0
434,358.0,62.0,2.0
435,359.0,254.0,5.0
436,359.0,256.0,4.0
437,360.0,22.0,5.0
438,360.0,53.0,4.0
439,361.0,254.0,1.0
440,362.0,22.0,5.0
441,363.0,47.0,5.0
442,364.0,62.0,3.0
443,364.0,153.0,4.0
444,365.0,119.0,5.0
445,366.0,192.0,4.0
446,367.0,190.0,3.0
447,368.0,241.0,1.0
448,369.0,246.0,4.0
449,370.0,259.0,3.0
450,371.0,212.0,5.0
451,372.0,110.0,5.0
452,373.0,1.0,4.0
453,374.0,110.0,4.0
454,375.0,211.0,1.0
455,376.0,266.0,1.0
456,377.0,78.0,1.0
457,377.0,112.0,1.0
458,378.0,22.0,5.0
459,379.0,141.0,1.0
460,380.0,22.0,4.0
461,381.0,193.0,1.0
462,382.0,3.0,5.0
463,382.0,142.0,3.0
464,382.0,146.0,1.0
465,383.0,241.0,5.0
466,384.0,117.0,5.0
467,385.0,17.0,3.0
468,386.0,128.0,1.0
469,387.0,35.0,5.0
470,388.0,171.0,4.0
471,389.0,73.0,4.0
472,390.0,17.0,5.0
473,390.0,37.0,5.0
474,390.0,85.0,5.0
475,390.0,256.0,5.0
476,391.0,220.0,5.0
477,392.0,51.0,3.0
478,392.0,57.0,5.0
479,392.0,198.0,4.0
480,392.0,211.0,4.0
481,392.0,234.0,5.0
482,393.0,141.0,5.0
483,394.0,241.0,2.0
484,395.0,153.0,5.0
485,396.0,245.0,1.0
486,397.0,16.0,4.0
487,397.0,55.0,5.0
488,397.0,143.0,1.0
489,397.0,183.0,5.0
490,397.0,207.0,5.0
491,398.0,47.0,2.0
492,399.0,252.0,5.0
493,400.0,152.0,3.0
494,401.0,110.0,3.0
495,402.0,104.0,2.0
496,403.0,241.0,4.0
497,404.0,22.0,4.0
498,405.0,217.0,3.0
499,406.0,246.0,3.0
500,407.0,43.0,5.0
501,408.0,94.0,2.0
502,409.0,211.0,1.0
503,410.0,112.0,1.0
504,411.0,88.0,5.0
505,412.0,256.0,5.0
506,413.0,62.0,4.0
507,413.0,198.0,1.0
508,414.0,113.0,5.0
509,415.0,51.0,1.0
510,416.0,103.0,2.0
511,417.0,50.0,3.0
512,417.0,188.0,4.0
513,418.0,249.0,4.0
514,419.0,22.0,3.0
515,419.0,164.0,4.0
516,419.0,206.0,2.0
517,420.0,22.0,5.0
518,421.0,73.0,2.0
519,422.0,249.0,5.0
520,423.0,232.0,1.0
521,424.0,110.0,5.0
522,425.0,249.0,5.0
523,426.0,174.0,3.0
524,427.0,47.0,4.0
525,428.0,249.0,3.0
526,429.0,51.0,1.0
527,430.0,122.0,5.0
528,431.0,22.0,5.0
529,432.0,234.0,1.0
530,433.0,81.0,2.0
531,434.0,12.0,4.0
532,435.0,16.0,2.0
533,436.0,47.0,5.0
534,437.0,22.0,5.0
535,438.0,211.0,5.0
536,439.0,73.0,5.0
537,440.0,22.0,3.0
538,441.0,69.0,4.0
539,441.0,116.0,4.0
540,442.0,167.0,4.0
541,443.0,47.0,1.0
542,444.0,15.0,1.0
543,444.0,50.0,1.0
544,444.0,107.0,2.0
545,444.0,152.0,4.0
546,445.0,241.0,5.0
547,446.0,143.0,1.0
548,447.0,5.0,5.0
549,448.0,198.0,5.0
550,449.0,124.0,5.0
551,450.0,110.0,5.0
552,451.0,16.0,5.0
553,452.0,22.0,5.0
554,453.0,24.0,4.0
555,453.0,110.0,5.0
556,453.0,241.0,5.0
557,454.0,213.0,5.0
558,455.0,254.0,5.0
559,456.0,29.0,1.0
560,457.0,256.0,5.0
561,458.0,236.0,5.0
562,459.0,153.0,4.0
563,459.0,186.0,3.0
564,460.0,192.0,5.0
565,461.0,16.0,5.0
566,462.0,22.0,1.0
567,463.0,22.0,5.0
568,464.0,16.0,5.0
569,465.0,22.0,3.0
570,465.0,35.0,2.0
571,465.0,129.0,3.0
572,465.0,240.0,3.0
573,465.0,258.0,1.0
574,466.0,153.0,3.0
575,467.0,153.0,5.0
576,468.0,150.0,1.0
577,469.0,185.0,2.0
578,470.0,22.0,5.0
579,471.0,51.0,5.0
580,472.0,70.0,2.0
581,472.0,211.0,4.0
582,473.0,121.0,5.0
583,473.0,264.0,2.0
584,474.0,22.0,4.0
585,475.0,107.0,4.0
586,476.0,32.0,1.0
587,477.0,22.0,5.0
588,478.0,111.0,2.0
589,479.0,1.0,4.0
590,480.0,142.0,5.0
591,481.0,129.0,1.0
592,482.0,108.0,5.0
593,483.0,222.0,3.0
594,484.0,113.0,4.0
595,485.0,111.0,5.0
596,486.0,30.0,5.0
597,487.0,124.0,5.0
598,487.0,182.0,1.0
599,488.0,155.0,4.0
600,489.0,198.0,4.0
601,490.0,48.0,1.0
602,491.0,56.0,4.0
603,492.0,19.0,5.0
604,493.0,148.0,5.0
605,494.0,73.0,5.0
606,495.0,22.0,1.0
607,495.0,179.0,3.0
608,496.0,55.0,3.0
609,497.0,32.0,5.0
610,498.0,210.0,4.0
611,499.0,146.0,5.0
612,500.0,81.0,5.0
613,500.0,249.0,4.0
614,501.0,70.0,1.0
615,502.0,22.0,5.0
616,503.0,54.0,1.0
617,504.0,126.0,1.0
618,504.0,211.0,1.0
619,505.0,113.0,5.0
620,506.0,203.0,4.0
621,507.0,163.0,4.0
622,508.0,129.0,1.0
623,508.0,174.0,4.0
624,508.0,258.0,4.0
625,509.0,265.0,5.0
626,510.0,153.0,5.0
627,511.0,22.0,1.0
628,512.0,206.0,4.0
629,513.0,192.0,1.0
630,514.0,29.0,3.0
631,515.0,249.0,5.0
632,516.0,55.0,5.0
633,517.0,80.0,5.0
634,518.0,243.0,1.0
635,519.0,167.0,1.0
636,520.0,70.0,2.0
637,521.0,207.0,2.0
638,522.0,120.0,2.0
639,523.0,198.0,5.0
640,524.0,35.0,4.0
641,525.0,110.0,5.0
642,526.0,75.0,4.0
643,527.0,22.0,4.0
644,528.0,31.0,2.0
645,528.0,103.0,4.0
646,529.0,111.0,5.0
647,530.0,186.0,5.0
648,531.0,22.0,4.0
649,532.0,107.0,4.0
650,532.0,211.0,4.0
651,533.0,266.0,4.0
652,534.0,78.0,1.0
653,535.0,69.0,2.0
654,536.0,265.0,4.0
655,537.0,113.0,3.0
656,537.0,185.0,3.0
657,538.0,47.0,4.0
658,539.0,47.0,4.0
659,540.0,3.0,5.0
660,541.0,51.0,3.0
661,541.0,111.0,3.0
662,541.0,264.0,4.0
663,542.0,246.0,5.0
664,543.0,22.0,5.0
665,544.0,3.0,5.0
666,545.0,119.0,3.0
667,546.0,249.0,4.0
668,547.0,4.0,2.0
669,547.0,224.0,2.0
670,548.0,38.0,1.0
671,549.0,226.0,4.0
672,550.0,249.0,5.0
673,551.0,254.0,5.0
674,552.0,16.0,5.0
675,553.0,35.0,2.0
676,553.0,107.0,4.0
677,554.0,254.0,5.0
678,555.0,54.0,4.0
679,556.0,245.0,1.0
680,557.0,67.0,4.0
681,558.0,70.0,3.0
682,559.0,175.0,4.0
683,560.0,186.0,4.0
684,561.0,217.0,5.0
685,561.0,266.0,5.0
686,562.0,241.0,5.0
687,563.0,211.0,2.0
688,564.0,144.0,4.0
689,565.0,221.0,5.0
690,566.0,111.0,3.0
691,566.0,264.0,3.0
692,567.0,22.0,5.0
693,568.0,22.0,4.0
694,569.0,47.0,4.0
695,570.0,22.0,4.0
696,570.0,47.0,2.0
697,570.0,104.0,4.0
698,571.0,22.0,5.0
699,571.0,159.0,4.0
700,571.0,174.0,5.0
701,572.0,164.0,5.0
702,573.0,183.0,2.0
703,574.0,192.0,4.0
704,575.0,221.0,4.0
705,576.0,22.0,5.0
706,577.0,3.0,5.0
707,578.0,217.0,5.0
708,579.0,22.0,4.0
709,580.0,44.0,1.0
710,581.0,258.0,3.0
711,582.0,1.0,5.0
712,582.0,186.0,4.0
713,582.0,193.0,4.0
714,582.0,198.0,4.0
715,583.0,22.0,4.0
716,583.0,241.0,3.0
717,583.0,245.0,5.0
718,584.0,264.0,1.0
719,585.0,42.0,4.0
720,586.0,186.0,1.0
721,586.0,192.0,2.0
722,587.0,42.0,3.0
723,587.0,171.0,1.0
724,587.0,211.0,3.0
725,588.0,47.0,5.0
726,589.0,113.0,1.0
727,590.0,49.0,4.0
728,590.0,113.0,5.0
729,590.0,153.0,4.0
730,590.0,198.0,5.0
731,591.0,208.0,5.0
732,592.0,70.0,4.0
733,593.0,22.0,3.0
734,594.0,110.0,5.0
735,595.0,22.0,4.0
736,596.0,47.0,5.0
737,596.0,210.0,5.0
738,597.0,241.0,3.0
739,598.0,213.0,3.0
740,599.0,111.0,5.0
741,600.0,110.0,5.0
742,601.0,70.0,1.0
743,601.0,107.0,4.0
744,601.0,108.0,4.0
745,601.0,153.0,5.0
746,601.0,211.0,3.0
747,601.0,226.0,4.0
748,601.0,234.0,4.0
749,601.0,254.0,4.0
750,602.0,153.0,5.0
751,603.0,192.0,2.0
752,604.0,264.0,3.0
753,605.0,75.0,5.0
754,606.0,211.0,1.0
755,607.0,249.0,1.0
756,608.0,266.0,2.0
757,609.0,192.0,4.0
758,610.0,17.0,5.0
759,610.0,45.0,3.0
760,610.0,62.0,1.0
761,610.0,119.0,5.0
762,610.0,172.0,5.0
763,611.0,110.0,5.0
764,612.0,3.0,5.0
765,612.0,22.0,5.0
766,613.0,266.0,5.0
767,614.0,198.0,5.0
768,615.0,112.0,1.0
769,616.0,81.0,5.0
770,617.0,103.0,5.0
771,618.0,47.0,5.0
772,618.0,120.0,5.0
773,619.0,64.0,5.0
774,619.0,192.0,3.0
775,620.0,117.0,5.0
776,621.0,240.0,4.0
777,622.0,110.0,2.0
778,623.0,3.0,4.0
779,624.0,69.0,3.0
780,624.0,103.0,1.0
781,624.0,104.0,5.0
782,624.0,233.0,1.0
783,625.0,78.0,2.0
784,626.0,246.0,3.0
785,627.0,119.0,2.0
786,627.0,199.0,4.0
787,628.0,112.0,4.0
788,629.0,266.0,4.0
789,630.0,240.0,3.0
790,631.0,232.0,5.0
791,632.0,110.0,4.0
792,633.0,153.0,1.0
793,633.0,249.0,5.0
794,633.0,265.0,2.0
795,634.0,249.0,2.0
796,635.0,264.0,2.0
797,636.0,22.0,4.0
798,636.0,120.0,3.0
799,636.0,233.0,5.0
800,637.0,22.0,1.0
801,638.0,208.0,5.0
802,639.0,93.0,4.0
803,640.0,256.0,5.0
804,641.0,61.0,5.0
805,642.0,207.0,1.0
806,643.0,49.0,5.0
807,643.0,136.0,5.0
808,644.0,22.0,4.0
809,645.0,104.0,5.0
810,646.0,198.0,4.0
811,647.0,249.0,5.0
812,648.0,62.0,4.0
813,648.0,210.0,5.0
814,649.0,47.0,3.0
815,649.0,148.0,5.0
816,650.0,101.0,5.0
817,651.0,110.0,5.0
818,652.0,243.0,4.0
819,653.0,55.0,4.0
820,653.0,117.0,5.0
821,654.0,22.0,4.0
822,654.0,198.0,1.0
823,655.0,32.0,5.0
824,655.0,61.0,2.0
825,655.0,72.0,3.0
826,656.0,17.0,5.0
827,657.0,121.0,5.0
828,658.0,47.0,1.0
829,659.0,22.0,3.0
830,659.0,111.0,5.0
831,660.0,22.0,4.0
832,661.0,144.0,5.0
833,662.0,219.0,5.0
834,663.0,3.0,5.0
835,664.0,121.0,2.0
836,665.0,104.0,5.0
837,666.0,264.0,3.0
838,667.0,110.0,3.0
839,668.0,249.0,3.0
840,669.0,256.0,5.0
841,670.0,188.0,4.0
842,671.0,175.0,5.0
843,672.0,47.0,1.0
844,673.0,22.0,5.0
845,674.0,22.0,5.0
846,675.0,158.0,2.0
847,676.0,120.0,5.0
848,677.0,104.0,5.0
849,678.0,47.0,5.0
850,678.0,243.0,5.0
851,679.0,241.0,5.0
852,680.0,16.0,2.0
853,680.0,156.0,1.0
854,680.0,198.0,3.0
855,680.0,224.0,4.0
856,680.0,252.0,4.0
857,681.0,256.0,1.0
858,682.0,254.0,4.0
859,683.0,104.0,2.0
860,683.0,243.0,4.0
861,684.0,115.0,1.0
862,685.0,208.0,1.0
863,686.0,81.0,1.0
864,687.0,157.0,1.0
865,688.0,153.0,5.0
866,689.0,62.0,1.0
867,689.0,207.0,1.0
868,690.0,23.0,5.0
869,690.0,51.0,5.0
870,691.0,229.0,1.0
871,691.0,264.0,2.0
872,692.0,198.0,4.0
873,693.0,143.0,5.0
874,694.0,144.0,1.0
875,695.0,47.0,2.0
876,696.0,241.0,5.0
877,697.0,16.0,5.0
878,698.0,70.0,1.0
879,699.0,22.0,5.0
880,699.0,105.0,4.0
881,699.0,177.0,3.0
882,700.0,1.0,3.0
883,701.0,110.0,5.0
884,702.0,5.0,1.0
885,703.0,69.0,5.0
886,704.0,241.0,5.0
887,705.0,196.0,4.0
888,706.0,210.0,5.0
889,707.0,254.0,1.0
890,708.0,198.0,4.0
891,709.0,3.0,2.0
892,710.0,141.0,5.0
893,711.0,22.0,5.0
894,712.0,22.0,4.0
895,713.0,22.0,5.0
896,714.0,104.0,3.0
897,714.0,146.0,3.0
898,714.0,177.0,3.0
899,715.0,34.0,2.0
900,715.0,94.0,3.0
901,715.0,154.0,1.0
902,716.0,38.0,4.0
903,717.0,22.0,4.0
904,718.0,158.0,5.0
905,719.0,22.0,1.0
906,720.0,171.0,4.0
907,720.0,198.0,4.0
908,721.0,22.0,5.0
909,722.0,22.0,5.0
910,723.0,208.0,2.0
911,723.0,225.0,1.0
912,723.0,241.0,1.0
913,724.0,255.0,1.0
914,725.0,110.0,5.0
915,726.0,153.0,5.0
916,727.0,264.0,1.0
917,728.0,75.0,5.0
918,728.0,110.0,3.0
919,729.0,116.0,1.0
920,730.0,117.0,3.0
921,731.0,16.0,5.0
922,732.0,211.0,5.0
923,733.0,25.0,5.0
924,734.0,207.0,5.0
925,735.0,210.0,5.0
926,736.0,12.0,1.0
927,737.0,252.0,2.0
928,738.0,102.0,1.0
929,739.0,120.0,3.0
930,740.0,124.0,5.0
931,741.0,107.0,5.0
932,742.0,154.0,1.0
933,743.0,266.0,4.0
934,744.0,70.0,1.0
935,745.0,150.0,4.0
936,746.0,89.0,5.0
937,747.0,89.0,5.0
938,748.0,164.0,1.0
939,749.0,184.0,5.0
940,750.0,62.0,4.0
941,751.0,110.0,5.0
942,752.0,256.0,5.0
943,753.0,153.0,1.0
944,754.0,25.0,5.0
945,755.0,22.0,5.0
946,756.0,1.0,5.0
947,757.0,35.0,5.0
948,758.0,45.0,5.0
949,759.0,141.0,2.0
950,760.0,241.0,5.0
951,761.0,48.0,5.0
952,762.0,22.0,5.0
953,763.0,221.0,5.0
954,764.0,246.0,5.0
955,765.0,192.0,5.0
956,766.0,153.0,4.0
957,767.0,22.0,3.0
958,768.0,23.0,5.0
959,769.0,110.0,3.0
960,769.0,153.0,4.0
961,770.0,145.0,2.0
962,770.0,185.0,2.0
963,770.0,249.0,2.0
964,771.0,198.0,5.0
965,772.0,3.0,5.0
966,773.0,211.0,1.0
967,774.0,61.0,5.0
968,774.0,167.0,1.0
969,775.0,229.0,1.0
970,776.0,110.0,5.0
971,777.0,29.0,1.0
972,777.0,144.0,3.0
973,777.0,264.0,1.0
974,778.0,1.0,5.0
975,778.0,47.0,3.0
976,779.0,22.0,4.0
977,779.0,177.0,5.0
978,780.0,144.0,5.0
979,781.0,35.0,5.0
980,782.0,22.0,5.0
981,783.0,256.0,5.0
982,784.0,266.0,1.0
983,785.0,170.0,2.0
984,786.0,22.0,3.0
985,787.0,136.0,5.0
986,788.0,192.0,4.0
987,789.0,120.0,5.0
988,789.0,155.0,3.0
989,790.0,221.0,4.0
990,790.0,260.0,1.0
991,791.0,42.0,4.0
992,791.0,192.0,1.0
993,791.0,264.0,4.0
994,792.0,42.0,4.0
995,793.0,81.0,1.0
996,794.0,62.0,5.0
997,794.0,81.0,2.0
